Efficiency bounds for missing data models with semiparametric restrictions||Bryan S. Graham
An overview of electrode materials in microbial fuel cells||Minghua Zhou,Meiling Chi,Jianmei Luo,Huanhuan He,Tao Jin
Preparation,thermal properties and applications of shape-stabilized thermal energy storage materials||Guiyin Fang,Fang Tang,Lei Cao
The structure and 233 K electrochemical properties of La0.8LxNdxMg0.2Ni3.1Co0.25Al0.15 (x[0.0–0.4) hydrogen storage alloys||
A review on hydrogen production using aluminum and aluminum alloys||H.Z. Wang,D.Y.C. Leung,M.K.H. Leung,M. Ni
TiO2-based superhydrophobic–superhydrophilic pattern with an extremely high wettability contrast||Shunsuke Nishimoto,Michiaki Becchaku,Yoshikazu Kameshima,Yuki Shirosaki,Satoshi Hayakawa
Superhydrophobic graphene-based materials: surface construction and functional applications||Chen Zhongxin,Dong Lei,Yang Dong,Lu Hongbin
Superamphiphobic surfaces||
Thermoresponsive colloidal crystals built from core-shell poly(styrene/α-tert-butoxy-ω-vinylbenzylpolyglycidol) microspheres||Griffete N,Dybkowska M,Glebocki B,Basinska T,Connan C
A colloidoscope of colloid-based porous materials and their uses||Phillips KR,England GT,Sunny S,Shirman E,Shirman T
Implantation of nanomaterials and nanostructures on surface and their applications||Chunli Bai,Minghua Liu
Anisotropic wetting surfaces with one-dimesional and directional structures: fabrication approaches, wetting properties and potential applications||Xia Deying,Johnson Leah M,L&oacute;pez Gabriel P
Synthetic surfaces with robust and tunable underwater superoleophobicity||Manna Uttam,Lynn David M
Development of functional nanostructures and their applications in catalysis and solar cells.||Zhenhe Xu,Yanlong Liu,Fuqiang Ren,Fan Yang,Dongling Ma
Pulsed laser ablation in liquid for micro-/nanostructure generation||Zijie Yan,Douglas B. Chrisey
Exploiting Intrinsic Nanoparticle Toxicity: The Pros and Cons of Nanoparticle-Induced Autophagy in Biomedical Research||Karen Peynshaert,Bella B. Manshian,Freya Joris,Kevin Braeckmans,Stefaan C. De Smedt
Quantum dot-sensitized solar cells—perspective and recent developments: A review of Cd chalcogenide quantum dots as sensitizers||H.K. Jun,M.A. Careem,A.K. Arof
Reversible Nanodiamond-Carbon Onion Phase Transformations||J. Xiao,G. Ouyang,P. Liu,C. X. Wang,G. W. Yang
A multifunctional core–shell nanoparticle for dendritic cell-based cancer immunotherapy||Cho NH,Cheong TC,Min JH,Wu JH,Lee SJ
Luminescent Carbon Nanodots: Emergent Nanolights||Baker SN,Baker GA
Carbon nanodots: synthesis, properties and applications||Haitao Li,Zhenhui Kang,Yang Liu,ShuitTong Lee
Friction stir casting modification for enhanced structural efficiency||Saumyadeep Jana,Rajiv Mishra,Glenn Grant
Microstructure and tensile behavior of a friction stir processed magnesium alloy||Bilal Mansoor,A.K. Ghosh
A new insight into ductile fracture of ultrafine-grained Al-Mg alloys||Hailiang Yu,A. Kiet Tieu,Cheng Lu,Xiong Liu,Mao Liu
Effect of welding motion and pre-/post- annealing of friction stir welded AA5754 joints||M. Cabibbo,A. Forcellese,M. Simoncini,M. Pieralisi,D. Ciccarelli
Friction stir welding of dissimilar alloys and materials||Nilesh Kumar,Rajiv S. Mishra,Wei Yuan
Cryogenic friction-stir processing of ultrafine-grained Al-Mg-TiO2  nanocomposites||F. Khodabakhshi,A.P. Gerlich,A. Simchi,A.H. Kokabi
Influence of the concentration and nature of carbon nanotubes on the mechanical properties of AA5083||
A metal matrix composite prepared from electrospun TiO2 nanofibers and an Al 1100 alloy via friction stir processing||Zhang L,Chandrasekar R,Howe JY,West MK,Hedin NE
Transition metal-catalyzed living radical polymerization: toward perfection in catalysis and precision polymer synthesis||Ouchi M,Terashima T,Sawamoto M
Biodegradable synthetic polymers: preparation, functionalization and biomedical application||Huayu Tian,Zhaohui Tang,Xiuli Zhuang,Xuesi Chen,Xiabin Jing
Nanofiber micelles from the self-assembly of block copolymers||Jieshu Qian,Meng Zhang,Ian Manners,Mitchell A. Winnik
Solvent tunable self-assembly of amphiphilic rod-coil block copolymers with chiral, helical polycarbodiimide segments: polymeric nanostructures with variable shapes and sizes||James F. Reuther,Dumindika A. Siriwardane,Raymond Campos,Bruce M. Novak
Selective localization of preformed nanoparticles in morphologically controllable block copolymer aggregates in solution||Yiyong Mai,Adi Eisenberg
Self-assembly of polypeptide-based block copolymer amphiphiles||Autumn Carlsen,Sébastien Lecommandoux
Designing degradable hydrogels for orthogonal control of cell microenvironments||Kharkar PM,Kiick KL,Kloxin AM
Recent advances in research on carbon nanotube-polymer composites||Byrne MT,Gun'ko YK
A Roadmap for Graphene||
Graphene Oxide as a Chemically Tunable Platform for Optical Applications||Loh KP,Bao Q,Eda G,Chhowalla M
Graphene-based Nanomaterials for Versatile Imaging studies||Yoo JM,Kang JH,Hong BH
Controlling Upconversion Nanocrystals for Emerging Applications||Bo Zhou,Bingyang Shi,Dayong Jin,Xiaogang Liu
In Vivo Photodynamic Therapy using Upconversion Nanoparticles as Remote-controlled Nanotransducers||Idris NM,Gnanasammandhan MK,Zhang J,Ho PC,Mahendran R
Molecular Interactions in Organic Nanoparticles for Phototheranostic Applications||Kenneth K. Ng,Gang Zheng
Copper-Mediated Living Radical Polymerization (Atom Transfer Radical Polymerization and Copper(0) Mediated Polymerization): From Fundamentals to Bioapplications||Boyer C,Corrigan NA,Jung K,Nguyen D,Nguyen TK
Directed Assembly of Soft Colloids through Rapid Solvent Exchange||Nikoubashman A,Lee VE,Sosa C,Prud'homme RK,Priestley RD
Using the Dynamic Bond to Access Macroscopically Responsive Structurally Dynamic Polymers||Wojtecki RJ,Meador MA,Rowan SJ
Pillar-Shaped Macrocyclic Hosts Pillar[n]arenes: New Key Players for Supramolecular Chemistry||Ogoshi T,Yamagishi TA,Nakamoto Y
Synthetic Self-Assembled Materials in Biological Environments||Versluis F,van Esch JH,Eelkema R
Building Nanostructures with Drugs||
Spiropyran-Based Dynamic Materials||
Biological Applications of Supramolecular Assemblies Designed for Excitation Energy Transfer||Peng HQ,Niu LY,Chen YZ,Wu LZ,Tung CH
Pseudocapacitive oxide materials for high-rate electrochemical energy storage||Veronica Augustyn,Patrice Simon,Bruce Dunn
Serendipitous Synthesis of Ag1.92Mo3O10?H2O Nanowires from AgNO3?Assisted Etching of Ammonium Phosphomolybdate: A Material with High Adsorption Capacity||Chanchal Mondal,Jaya Pal,Kuntal Kumar Pal,Anup Kumar Sasmal,Mainak Ganguly
Selective Pulsed Heating for the Synthesis of Semiconductor and Metal Submicrometer Spheres||Wang H,Pyatenko A,Kawaguchi K,Li X,Swiatkowska-Warkocka Z
Large scale, low temperature hotplate synthesis of germanium dioxide nanowires||Muhammad Farhan,Muhammad A. Khan,Timothy P. Hogan
Solution-Dispersible Metal Nanorings with Deliberately Controllable||
Mechanics of hierarchical 3-D nanofoams||Chen Q,Pugno N. M
Silicon?Germanium Nanowires: Chemistry and Physics in Play, from Basic Principles to Advanced Applications||Amato M,Palummo M,Rurali R,Ossicini S
Droplet epitaxy for advanced optoelectronic materials and devices||Wu Jiang,Wang Zhiming M
TiO2 nanotubes for bone regeneration||
Polyelectrolyte multilayered assemblies in biomedical technologies||Costa RR,Mano JF
Engineering nanoassemblies of polysaccharides||Boddohi S,Kipper MJ
Drug releasing polymer thin films: new era of surface- mediated drug delivery||Alexander N. Zelikin
Remotely triggerable drug delivery systems||Timko BP,Dvir T,Kohane DS
Nanostructured polymer assemblies formed at interfaces: applications from immobilization and encapsulation to stimuli- responsive release||Wang Y,Hosta-Rigau L,Lomas H,Caruso F
Gated hybrid delivery systems: En route to sensory materials with inherent signal amplification||Mandy Hecht,Estela Climent,Mustafa Biyikal,Félix Sancenón,Ramón Martínez-Máñez
Influence of the Filler Nature on the Crystalline Structure of Polylactide-Based Nanocomposites: New Insights into the Nucleating Effect||Saadia Ouchiar,Grégory Stoclet,Cyrille Cabaret,Vincent Gloaguen
Anomalous mechanical anisotropy of beta form polypropylene sheet with N,N dicyclohexyl-2,6-naphthalenedicarboxamide||Panitha Phulkerd,Shogo Nobukawa,Yohei Uchiyama,Masayuki Yamaguchi
Composites of polyamide 6 and silicate nanotubes of the mineral halloysite: Influence of molecular weight on thermal, mechanical and rheological properties||Ulrich A. Handge,Katrin Hedicke-Höchstötter,Volker Altstädt
Precursor of Shish-Kebab in Atactic Polystyrene/Isotactic Polystyrene Blend above Nominal Melting Temperature||Cong Deng,Tetsuaki Fujiwara,Inga Polec,Go Matsuba,Ling Jin
Influence of shear-induced crystallization on the electrical conductivity of high density polyethylene carbon nanotube nanocomposites||Fangfang Tao,Leïla Bonnaud,Dietmar Auhl,Bernd Struth,Philippe Dubois
Uneven distribution of nanoparticles in immiscible fluids: Morphology development in polymer blends||F. Fenouillot,P. Cassagnau,J.-C. Majesté
Peculiar morphological transitions induced by nanoparticles in polymeric blends: retarded relaxation or altered interfacial tension?||Pawar Shital Patangrao,Bose Suryasarathi
Structuration, selective dispersion and compatibilizing effect of (nano)fillers in polymer blends||A. Taguet,P. Cassagnau,J.-M. Lopez-Cuesta
Fluorescence Based Explosive Detection: From Mechanisms to Sensory Materials||Sun X,Wang Y,Lei Y
Surface-Immobilized Monolayers of Conjugated Oligomers as a Platform for Fluorescent Sensors Design: The Effect of Exciton Delocalization on Chemo-sensing Performance||Imsick Brian G,Acharya Jiba Raj,Nesterov Evgueni E
Aggregation-Induced Emission: Together We Shine, United We Soar||Mei J,Leung NL,Kwok RT,Lam JW,Tang BZ
Conjugated-polymer Grafting on Inorganic and Organic Substrates: A New Trend in Organic Electronic Materials||Antoine Bousquet,Hussein Awada,Roger C. Hiorns,Christine Dagron-Lartigau,Laurent Billon
Poly(aryleneethynylene)s (PAE) as Paradigmatic Sensor Cores||Bunz UH,Seehafer K,Bender M,Porz M
Metal- and Anion-Binding Supra-molecular Gels||MarcOliver M. Piepenbrock,Gareth O. Lloyd,Nigel Clarke,Jonathan W. Steed
Functional π?Gelators and Their Applications||Babu SS,Praveen VK,Ajayaghosh A
Ionic Metal-Organic Frameworks (iMOFs): Design Principles and Applications||Avishek Karmakar,Aamod V. Desai,Sujit K. Ghosh
Controlling the Electronic Structure of Bilayer Graphene||Taisuke Ohta,Aaron Bostwick,Thomas Seyller,Karsten Horn,Eli Rotenberg
Microporous and Mesoporous Materials||
Structure of narrow-diameter single-wall carbon nanotubes grown in AlPO4-5 zeolite||T. Roussel,R. J.-M. Pellenq,C. Bichara
Review on the symmetry-related properties of carbon nanotubes||Eduardo B. Barros,Ado Jorio,Georgii G. Samsonidze,Rodrigo B. Capaz,Antônio G. Souza Filho
Electronic and transport properties of nanotubes||Jean-Christophe Charlier,Xavier Blase,Stephan Roche
Phonons in carbon nanotubes||
The Fermi Level Dependent Electronic Properties of the Smallest (2,2) Carbon Nanotube||Yin LC,Saito R,Dresselhaus MS
Solution-Phase Extraction of Ultrathin Inner Shells from Double-Wall Carbon Nanotubes||Yasumitsu Miyata,Marie Suzuki,Miho Fujihara,Yuki Asada,Ryo Kitaura
Crystalline materials: Twin behaviour and size||Kraft O
Plasticity in small-sized metallic systems: Intrinsic versus extrinsic size effect||Julia R. Greer,Jeff Th.M. De Hosson
Nanostructured alloys: large tensile elongation||Valiev RZ
Superhard materials are cut out for a tough life||Cordelia Sealy
Influence of length-scales on spatial distribution and interfacial characteristics of B4C in a nanostructured Al matrix||Lin Jiang,Haiming Wen,Hanry Yang,Tao Hu,Troy Topping
Integrated modeling of friction stir welding of 6xxx series Al alloys: Process, microstructure and properties||A. Simar,Y. Bréchet,B. de Meester,A. Denquin,C. Gallais
Combined size and texture-dependent deformation and strengthening mechanisms in Zr/Nb nano-multilayers||M. Callisti,T. Polcar
Mechanistic coupling of dislocation and shear transformation zone plasticity in crystalline-amorphous nanolaminates||Bin Cheng,Jason R. Trelewicz
Engineered nanomembranes for smart energystorage devices||Wang X,Chen Y,Schmidt OG,Yan C
Ultrathin spinel LiMn2O4 nanowires as high power cathode materials for Li-ion batteries||Lee HW,Muralidharan P,Ruffo R,Mari CM,Cui Y
Multifunctional TiO2?C/MnO2 Core?Double-Shell Nanowire Arrays as High-Performance 3D Electrodes for Lithium Ion Batteries||Liao JY,Higgins D,Lui G,Chabot V,Xiao X
Nitrogen-Doped Graphene Ribbon Assembled Core–Sheath MnO@Graphene Scrolls as Hierarchically Ordered 3D Porous Electrodes for Fast and Durable Lithium Storage||Zhang Yun,Chen Penghui,Gao Xu,Wang Bo,Liu Heng
Nanostructured Mo-based electrode materials for electrochemical energy storage||
Hybridization of inorganic nanoparticles and polymers to create regular and reversible self-assembly architectures||Hao Zhang,Yi Liu,Dong Yao,Bai Yang
Nonstoichiometric Oxides as Low-Cost and Highly-Efficient Oxygen Reduction/Evolution Catalysts for Low-Temperature Electrochemical Devices||Dengjie Chen,Chi Chen,Zarah Medina Baiyee,Zongping Shao,Francesco Ciucci
Vanadium-based nanostructure materials for secondary lithium battery applications||Tan HT,Rui X,Sun W,Yan Q,Lim TM
Three dimensional macroporous architectures and aerogels built of carbon nanotubes and/or graphene: synthesis and applications||Nardecchia S,Carriazo D,Ferrer ML,Gutiérrez MC,del Monte F
An ultrafast rechargeable aluminium-ion battery||Lin MC,Gong M,Lu B,Wu Y,Wang DY
Wafer-Scale Growth of Single-Crystal Monolayer Graphene on Reusable Hydrogen-Terminated Germanium||Lee JH,Lee EK,Joo WJ,Jang Y,Kim BS
Polycrystalline graphene and other two-dimensional materials||Yazyev OV,Chen YP
Focusing on energy and optoelectronic applications: A journey for graphene and graphene oxide at large scale||Xiangjian Wan,Yi Huang,Yongsheng Chen
Impermeable barrier films and protective coatings based on reduced graphene oxide||Su Y,Kravets VG,Wong SL,Waters J,Geim AK
Design, synthesis, and characterization of graphene-nanoparticle hybrid materials for bioapplications||Perry T. Yin,Shreyas Shah,Manish Chhowalla,KiBum Lee
Graphene based materials: Past, present and future||Virendra Singh,Daeha Joung,Lei Zhai,Soumen Das,Saiful I. Khondaker
Continuous Production of Cu2ZnSnS4 Nanocrystals in a Flow Reactor||Shavel A,Cadavid D,Ibáñez M,Carrete A,Cabot A
Development of alternative photocatalysts to TiO2: Challenges and opportunities||María D. HernándezAlonso,Fernando Fresno,Silvia Suárez,Juan M. Coronado
Niobium-Doped Titania Nanoparticles: Synthesis and Assembly into Mesoporous Films and Electrical Conductivity||Yujing Liu,Johann M. Szeifert,Johann M. Feckl,Benjamin Mandlmeier,Jiri Rathousky
Titanium Dioxide Nanomaterials: Self- Structural Modifications||Liu L,Chen X
TiO2 photocatalysis: Design and applications.||Kazuya Nakata,Akira Fujishima
Five New Chalcohalides, Ba3GaS4X (X = Cl, Br), Ba3MSe4Cl (M = Ga, In), and Ba7In2Se6F8: Syntheses, Crystal Structures, and Optical Properties.||Feng K,Yin W,Lin Z,Yao J,Wu Y
Physics and chemistry of CdTe/CdS thin film heterojunction photovoltaic devices: fundamental and critical aspects||S. Girish Kumar,K. S. R. Koteswara Rao
Electrochemistry of Graphene and Related Materials||Adriano Ambrosi,Chun Kiang Chua,Alessandra Bonanni,Martin Pumera
Oscillatory mass transport in vapor-liquid-solid growth of sapphire nanowires||Oh SH,Chisholm MF,Kauffmann Y,Kaplan WD,Luo W
Defect-related luminescent materials: synthesis,emission properties and applications||Zhang C,Lin J
A review on the progress of polymer nanostructures with modulated morphologies and properties, using nanoporous AAO||Carmen Mijangos,Rebeca Hernández,Jaime Martín
Porous Anodic Aluminum Oxide: Anodization and Templated Synthesis of Functional Nanostructures||Lee W,Park SJ
Electrochemical engineering of hollow nanoarchitectures: pulse/step anodization (Si, Al, Ti) and their applications||Wang K,Liu G,Hoivik N,Johannessen E,Jakobsen H
Hierarchical Porous Plasmonic Metamaterials forReproducible Ultrasensitive Surface-Enhanced RamanSpectroscopy||Zhang X,Zheng Y,Liu X,Lu W,Dai J
Hierarchically Ordered Arrays of Noncircular Silicon Nanowires Featured by Holographic Lithography Toward a High-Fidelity Sensing Platform||Hwan Chul Jeon,Chul-Joon Heo,Su Yeon Lee,Seung-Man Yang
Hybrid nanostructures of metal/two-dimensianal nanomaterials for plasmon-enhanced applications||
Dendritic growth velocities in an undercooled melt of pure nickel under static magnetic fields: A test of theory with convection||Jianrong Gao,Mengkun Han,Andrew Kao,Koulis Pericleous,Dmitri V. Alexandrov
Strong static magnetic field processing of metallic materials: A review||Z.H.I. Sun,M. Guo,J. Vleugels,O. Van der Biest,B. Blanpain
Particle size distribution and composition in phase-separated Cu 75 Co 25 alloys under various magnetic fields||Yikun Zhang,Jianrong Gao,Hideyuki Yasuda,Matthias Kolbe,Gerhard Wilde
Progress on High Magnetic Field -Controlled Transport Phenomena and Their Effects on Solidifi- cation Microstructure||
Microstructure and performance of solid TC4 titanium alloy subjected to the high pulsed magnetic field treatment||G.R. Li,Y.M. Li,F.F. Wang,H.M. Wang
Interplay Between Melt Flow and the 3D Distribution  and Morphology of Fe-Rich Phases in AlSi Alloys||Piotr Mikolajczak,Lorenz Ratke
Solidification microstructures and solid-state parallels: Recent developments||M. Asta,C. Beckermann,A. Karma,W. Kurz,R. Napolitano
Microstructures and properties of high-entropy alloys||Yong Zhang,Ting Ting Zuo,Zhi Tang,Michael C. Gao,Karin A. Dahmen
Molecular effects on boundary condition in micro/nanoliquid flows||Ulmanella U,Ho CM
Effects of channel scale on slip length of flow in micro/nanochannels||Xiaofan Yang,Zhongquan C. Zheng
Unimpeded permeation of water throughhelium-leak–tight graphene-based membranes||Nair RR,Wu HA,Jayaram PN,Grigorieva IV,Geim AK
Microreactor technology and process miniaturization for catalytic reactions-A perspective on recent developments and emerging technologies||Patrick L. Mills,David J. Quiram,James F. Ryley
Effect of developing flow and thermal regime on momentum and heat transfer in micro-scale heat sink||Y. Mishan,A. Mosyak,E. Pogrebnyak,G. Hetsroni
Thermal management of time-varying high heat flux electronic devices||T. David,D. Mendler,A. Mosyak,A. Bar-Cohen,G. Hetsroni
Time-strip visualization and thermos-hydrodynamics in a Closed Loop Pulsating Heat Pipe||Giulia Spinato,Navid Borhani,Brian P. d'Entremont,John R. Thome
An active control strategy for reduction of pressure instabilities during flow boiling in a microchannel||Bhide Rohit R,Singh Shiv G,Sridharan A,Agrawal Amit
Wear of human teeth: A tribology perspective||R Lewis,R S Dwyer-Joyce
Tooth wear and wear investigations in dentistry||LEE A,HE L. H,LYONS K,SWAIN M. V
Human tooth wear in the past and the present: Tribological mechanisms, scoring systems, dental and skeletal compensations||Emmanuel d’Incau,Christine Couture,Bruno Maureille
Ceramic-like wear behaviour of human dental enamel||J.A. Arsecularatne,M. Hoffman
A model for predicting wear rates in tooth enamel||BorreroLopez O,Pajares A,Constantino PJ,Lawn BR
Using occlusal wear information and finite element analysis to investigate stress distributions in human molars||Benazzi S,Kullmer O,Grosse IR,Weber GW
Nanocrystalline electroplated Cu-Ni: Metallic thin films with enhanced mechanical properties and tunable magnetic behavior||Pellicer Eva,Varea A&iuml;da,Pan&eacute; Salvador,Nelson Bradley J,Men&eacute;ndez Enric
Hardness, friction and wear studies on hydrogen peroxide treated bovine teeth||S. Mundra,V. Mohan,J. Gwyer,N. Young,S.E. Franklin
Atmospheric impacts on climatic variability of surface incident solar radiation||K. C. Wang,R. E. Dickinson,M. Wild,S. Liang
A review of global terrestrial evapotranspiration: Observation, modeling, climatology, and climatic variability||Kaicun Wang,Robert E. Dickinson
Climate Change 2007: Impacts, Adaptation and Vulnerability||
A simple framework for relating variations in runoff to variations in climatic conditions and catchment properties||Michael L. Roderick,Graham D. Farquhar
Climate and vegetation controls on the surface water balance: Synthesis of evapotranspiration measured across a global network of flux towers||Williams Christopher A,Reichstein Markus,Buchmann Nina,Baldocchi Dennis,Beer Christian
Applying multi-parameter runoff elasticity to assess water availability in a changing climate: an example from Texas, USA||Brikowski T. H
Attribution for decreasing streamflow of the Haihe River basin, northern China: climate variability or human activities?||Zhenxin Bao,Jianyun Zhang,Guoqing Wang,Guobin Fu,Ruimin He
Quantitative assessment of climate change and human impacts on long-term hydrologic response: a case study in a sub-basin of the Yellow River, China||Jiahu Wang,Yang Hong,Jonathan Gourley,Pradeep Adhikari,Li Li
Non-linear torsion behaviour of concrete filled steel tube columns||Yu-Hang Wang,Xu-Hong Zhou
Twenty years for fundamental researches of structural engineering a report from National Natural Science Foundation of China (Keynote paper)||
Numerical analysis of slender elliptical concrete filled columns under axial compression||X.H. Dai,D. Lam,N. Jamaluddin,J. Ye
Flexural strength analysis of non-post- tensioned and post-tensioned concrete-filled circular steel tubes||Y. Deng,C.Y. Tuan,Q. Zhou,Y. Xiao
Experimental research on concrete filled steel tube columns under combined compression-bending-torsion cyclic load||Jian-guo Nie,Yu-hang Wang,Jian-sheng Fan
Stress-strain behavior of FRP-confined recycled aggregate concrete||J. L. Zhao,T. Yu,J. G. Teng
Simple calculation model for evaluating the fire resistance of unreinforced concrete filled tubular columns||Ana Espinos,Manuel L. Romero,Antonio Hospitaler
Test and analysis on the seismic performance of a steel truss-to-circular CFT column sub-assembly||Zhiqiang Li,Wei Wang,Yiyi Chen,Tak-Ming Chan
Predicting emissions of volatile and semivolatile organic compounds from building materials: A review||Zhe Liu,Wei Ye,John C. Little
Diffusion-controlled reference material for VOC emissions testing: effect of temperature and humidity||Liu Z,Howard‐Reed C,Cox S. S,Ye W,Little J. C
Influence of Temperature on the Emission of Di-(2-ethylhexyl)phthalate (DEHP) from PVC Flooring in the Emission Cell FLEC||Clausen PA,Liu Z,KofoedSørensen V,Little J,Wolkoff P
Application and limitations of a mass transfer VOC emission model for a dry building material||S. Crawford,C.T. Lungu
Formaldehyde emission monitoring from a variety of solid wood, plywood, blockboard and flooring products manufactured for building and furnishing materials||Martin Böhm,Mohamed Z.M. Salem,Jaromír Srba
Formaldehyde in the Indoor Environment||Tunga Salthammer,Sibel Mentese,Rainer Marutzky
Photocatalytic degradation of two volatile fatty acids in an annular plug-flow reactor; Kinetic modeling and contribution of mass transfer rate||PierreFrançois Biard,Abdelkrim Bouzaza and,Dominique Wolbert
Evaluation of an air-cleaning unit having photocatalytic sheets to remove acetaldehyde from indoor air||M. Sung,S. Kato,F. Kawanami,M. Sudo
Analysis, design, and experimentation of a double forward converter with soft switching characteristics for all switches||Demercil de Souza Oliveira Jr,Carlos Elmano de Alencar e Silva,René Pastor Torrico-Bascopé,Fernando Lessa Tofoli,Carlos Augusto Bissochi Jr
Wide ZVS range asymmetric half- bridge converter with clamp switch and diode for high conversion efficiency||Cheol-O Yeon,Jae-Bum Lee,Il-Oun Lee,Gun-Woo Moon
Seamless transfer control strategy for fuel cell uninterruptible power supply system||Wenping Zhang,Dehong Xu,Xiao Li,Ren Xie,Haijin Li
A three-level resonant single-stage power factor correction converter: analysis, design and implementation||Mohammed S. Agamy,Praveen K. Jain
Boundary control of full-bridge ZVS: natural switching surface for transient and steady-state operation||Germán G. Oggier,Martin Ordonez
Minimum energy and capacitance requirements for single- phase inverters and rectifiers using a ripple port||Philip T. Krein,Robert S. Balog,Mehran Mirjafari
An extended photoelectrothermal theory for LED systems: A tutorial from device characteristic to system design for general lighting||S. Y. R. Hui,Huanting Chen,Xuehui Tao
Efficiency optimization through current-sharing for paralleled dc–dc boost converters with parameter estimation||
An experimental artificial neural network based modeling of magneto rheological fluid dampers||TudónMartínez J C,LozoyaSantos J J,MoralesMenendez R,RamirezMendoza R A
Pulsive feedback control of a quarter car model forced by a road profile||G. Litak,M. Borowiec,M. Ali,L.M. Saha,M.I. Friswell
Dynamic stiffness matrix development and free vibration analysis of a moving beam||J.R. Banerjee,W.D. Gunawardana
Dynamic responses of a saturated poroelastic half-space generated by a moving truck on the uneven pavement||Yuanqiang Cai,Yao Chen,Zhigang Cao,Honglei Sun,Lin Guo
A general solution procedure for the forced vibrations of a continuous system with cubic nonlinearities||B. Burak Özhan,Mehmet Pakdemirli
Nonlinear vibrations and stability of an axially moving beam with an intermediate spring support||
An analytical study of controlling chaotic dynamics in a spurgear system||A. Saghafi,A. Farshidianfar
Multi-pulse heteroclinic orbits and chaotic motions in a parametrically excited viscoelastic moving belt||MINGHUI YAO,WEI ZHANG,JEAN W. ZU
Tailoring gadolinium-doped ceria-based solid oxide fuel cells to achieve 2Wcm-2 at 550 oC||Jin Goo Lee,Jeong Ho Park,Yong Gun Shul
Compositional control of continuously graded anode functional layer||J. McCoppin,I. Barney,S. Mukhopadhyay,R. Miller,T. Reitz
Glass-based seals for solid oxide fuel and electrolyzer cells – A review||M.K. Mahapatra,K. Lu
Joining of engineering ceramics||
Facile one-step forming of NiO and yttrium-stabilized zirconia composite anodes with straight open pores for planar solid oxide fuel cell using phase-inversion tape casting method||Hua Huang,Jie Lin,Yunlong Wang,Shaorong Wang,Changrong Xia
Design and functionality of colloidal- crystal-templated materials-chemical applications of inverse opals||Stein A,Wilson BE,Rudisill SG
Current status and future developments in preparation and application of colloidal crystals||Cong H,Yu B,Tang J,Li Z,Liu X
A ternary cathode composed of LSM, YSZ and Ce0.9Mn0.1O2-δ for the intermediate temperature solid oxide fuel cells||Liu L,Zhao Z,Zhang X,Cui D,Tu B
Granular Computing- Perspectives and Challenges||Jing Tao Yao,Athanasios V. Vasilakos,Witold Pedrycz
Neighborhood rough sets based multi-label classification for automatic image annotation||Ying Yu,Witold Pedrycz,Duoqian Miao
Fuzzy-Rough Sets for Information Measures and Selection of Relevant Genes From Microarray Data||Maji P,Pal SK
Information Granularity in Fuzzy Binary GrC Model||Yuhua Qian,Jiye Liang,Wei-zhi Z. Wu,Chuangyin Dang
Class-dependent rough-fuzzy granular space, dispersion index and classification||Sankar K. Pal,Saroj K. Meher,Soumitra Dutta
On rough sets, their recent extensions and applications||N. Mac Parthaláin,Q. Shen
Fusing Monotonic Decision Trees||
Generating an indicator for pump impeller damage using half and full spectra, fuzzy preference-based rough sets and PCA||Zhao Xiaomin,Zuo Ming J,Patel Tejas H
Size effects in manufacturing of metallic components||F. Vollertsen,D. Biermann,H.N. Hansen,I.S. Jawahir,K. Kuzman
The influence of size effect on the ductile fracture in micro-scaled plastic deformation||J.Q. Ran,M.W. Fu,W.L. Chan
Recent developments in microhydroforming||F. Forouhandeh,S. Kumar,S. N. Ojha,R. Balasubramanian
Instantaneous tool deflection model for micro milling||Ali Mamedov,S. Ehsan Layegh K
A quantitative study of the tribological size effect in microforming with a multi-region FEA model||Hong Seok Kim
Multi-objective optimization using Taguchi based grey relational analysis for micro-milling of Al 7075 material with ball nose end mill||Emel Kuram,Babur Ozcelik
Experimental and numerical investigation on micro deep drawing process of stainless steel 304 foil using flexible tools||Ihsan Irthiea,Graham Green,Safa Hashim,Abdulbast Kriama
A review of composite and metallic bipolar plates in proton exchange membrane fuel cell: Materials, fabrication, and material selection||
A strength criterion for frozen sodium sulfate saline soil||Mengke Liao,Yuanming Lai,Chong Wang
A constitutive framework for the elastoplastic modelling of geomaterials||Giuseppe Mortara
岩土塑性力学||
Development of a constitutive model for a bedded argillaceous rock from triaxial and true triaxial tests||T.S. Nguyen,A.D. Le
Macroscopic model with anisotropy based on micro-macro information||N. Kumar,S. Luding,V. Magnanimo
Soil-environment interactions in geotechnical engineering||A. GENS
An insight into the water retention properties of compacted clayey soils||E. ROMERO,G. DELLA VECCHIA,C. JOMMI
Hydro-mechanical hypoplastic models for unsaturated soils under isotropic stress conditions||W. Fuentes,Th. Triantafyllidis
The arc characteristics and metal transfer behaviour of cold metal transfer and its use in joining aluminium to zinc-coated steel||H.T. Zhang,J.C. Feng,P. He,B.B. Zhang,J.M. Chen
Joining of dissimilar materials||
Dissimilar friction stir welding between magnesium and aluminum alloys||Y.J. Kwon,I. Shigematsu,N. Saito
Friction stir welding of aluminium alloys||
Characterisation of microstructure, mechanical properties and corrosion behaviour of an AA2219 friction stir weldment||P. Bala Srinivasan,K.S. Arora,W. Dietzel,S. Pandey,M.K. Schaper
On tool stirring action in friction stir welding of work hardenable aluminium alloys||G Buffa,D Campanella,L Fratini
